x, y, th, stamp, 
0.4539491832256317, -0.9677737355232239, 2.423392674733589, 1727902672648530293, 
0.4539491832256317, -0.9677737355232239, 2.423392700968313, 1727902672696735784, 
0.4539491832256317, -0.9677737355232239, 2.42339269386387, 1727902672746810667, 
0.4539491832256317, -0.9677737355232239, 2.42339269386387, 1727902672796681445, 
0.4539491832256317, -0.9677737355232239, 2.42339269386387, 1727902672837699966, 
0.4539491832256317, -0.9677737951278687, 2.4233924999594234, 1727902672887967289, 
0.4539491832256317, -0.9677737951278687, 2.4233924999594234, 1727902672937298245, 
0.4539491832256317, -0.9677737951278687, 2.423392456643732, 1727902672986707980, 
0.4539491832256317, -0.9677737951278687, 2.423392456643732, 1727902673048484552, 
0.4539491832256317, -0.9677737951278687, 2.423392456643732, 1727902673097298554, 
0.4539491832256317, -0.9677737951278687, 2.423392456643732, 1727902673146888397, 
0.4539491832256317, -0.9677737951278687, 2.423392456643732, 1727902673196926435, 
0.4539491832256317, -0.9677737951278687, 2.423392456643732, 1727902673236695115, 
0.4539491832256317, -0.9677738547325134, 2.423392253619097, 1727902673287786339, 
0.4539491832256317, -0.9677738547325134, 2.423392253619097, 1727902673337564848, 
0.4539491832256317, -0.9677738547325134, 2.423392253619097, 1727902673387249436, 
0.4539491832256317, -0.9677738547325134, 2.423392253619097, 1727902673436920504, 
0.4539491832256317, -0.9677738547325134, 2.423392253619097, 1727902673496746857, 
0.4539491832256317, -0.9677738547325134, 2.423392253619097, 1727902673546711621, 
0.4539491832256317, -0.9677738547325134, 2.423392253619097, 1727902673596697673, 
0.4539491832256317, -0.9677738547325134, 2.423392253619097, 1727902673636758364, 
0.4539491832256317, -0.9677738547325134, 2.423392253619097, 1727902673686788294, 
0.4539491832256317, -0.9677738547325134, 2.423392253619097, 1727902673737500563, 
0.4539491832256317, -0.9677738547325134, 2.423392253619097, 1727902673797518430, 
0.4539491832256317, -0.9677738547325134, 2.423392253619097, 1727902673836699060, 
0.4539491832256317, -0.9677738547325134, 2.423392253619097, 1727902673897069197, 
0.4539491832256317, -0.9677738547325134, 2.423392253619097, 1727902673946811003, 
0.4539491832256317, -0.9677738547325134, 2.423392253619097, 1727902673996696515, 
0.4539491832256317, -0.9677738547325134, 2.423392253619097, 1727902674037759467, 
0.4539491832256317, -0.9677738547325134, 2.423392253619097, 1727902674086976800, 
0.4539491832256317, -0.9677738547325134, 2.423392253619097, 1727902674137288159, 
0.4539491832256317, -0.9677738547325134, 2.423392253619097, 1727902674186878802, 
0.4539491832256317, -0.9677738547325134, 2.423392253619097, 1727902674247303770, 
0.4539491832256317, -0.9677738547325134, 2.423392253619097, 1727902674296923296, 
0.4539491832256317, -0.9677738547325134, 2.423392253619097, 1727902674347740251, 
0.4539491832256317, -0.9677738547325134, 2.423392253619097, 1727902674396699213, 
0.4539491832256317, -0.9677738547325134, 2.423392253619097, 1727902674437724906, 
0.45393291115760803, -0.9677470326423645, 2.423392253619097, 1727902674486678957, 
0.4502663016319275, -0.9647428393363953, 2.4232510164270886, 1727902674558589928, 
0.44751524925231934, -0.9623728394508362, 2.423606770485795, 1727902674586656510, 
0.4403495192527771, -0.9557734727859497, 2.42433336892801, 1727902674646728631, 
0.43265318870544434, -0.9491744637489319, 2.42433336892801, 1727902674696812470, 
0.42355746030807495, -0.9411427974700928, 2.42433336892801, 1727902674746739481, 
0.4123383164405823, -0.9311165809631348, 2.4241354696542006, 1727902674797687577, 
0.4019903540611267, -0.9220686554908752, 2.4239651633827077, 1727902674838710467, 
0.3879137933254242, -0.9094046354293823, 2.4239651633827077, 1727902674886697165, 
0.37360680103302, -0.8965151906013489, 2.423549216164122, 1727902674932926814, 
0.3521537482738495, -0.8772837519645691, 2.4232450317362715, 1727902675001614650, 
0.3418141305446625, -0.8678856492042542, 2.4214715191697627, 1727902675034510666, 
0.3219912350177765, -0.8504254817962646, 2.4173602311216933, 1727902675092630117, 
0.30634838342666626, -0.8358105421066284, 2.414956727117626, 1727902675142684401, 
0.29018786549568176, -0.8215457201004028, 2.412266475801186, 1727902675193862871, 
0.27472737431526184, -0.8071627616882324, 2.4111637995452138, 1727902675240721797, 
0.25841182470321655, -0.7924016118049622, 2.4097293098182875, 1727902675291696325, 
0.2454918920993805, -0.7804986834526062, 2.408841900478952, 1727902675332622271, 
0.22481711208820343, -0.7617098689079285, 2.4051118167971683, 1727902675399000288, 
0.2075795829296112, -0.7453979253768921, 2.4026694818140335, 1727902675452600839, 
0.1947949081659317, -0.7332878708839417, 2.40212119385172, 1727902675492804032, 
0.17898006737232208, -0.7185705900192261, 2.4013382053918924, 1727902675541837332, 
0.1627427637577057, -0.7037523984909058, 2.398878125229306, 1727902675593023464, 
0.14686864614486694, -0.6885703802108765, 2.3958615254527045, 1727902675641942022, 
0.1308487355709076, -0.673959493637085, 2.3917507294423577, 1727902675691675588, 
0.11828354001045227, -0.6618155837059021, 2.390207388955632, 1727902675732350349, 
0.10248035192489624, -0.6470010876655579, 2.3887484732331417, 1727902675782453258, 
0.08019000291824341, -0.6260219812393188, 2.3885779416789923, 1727902675851925672, 
0.06799572706222534, -0.6141589879989624, 2.386858708786006, 1727902675892379838, 
